id,name,office_code,district,district_office,road_addr,founding,is_branch,lat,lng,level,is_active,source
B000003497,삼일초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 동천5길 18-9,공립,false,35.58217637,129.345525,elem,true,data.go.kr
B000003603,삼정초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 청량읍 삼정로 36,공립,false,35.49094514,129.2337284,elem,true,data.go.kr
B000003589,삼평초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 온산읍 삼평길 200,공립,false,35.40633964,129.3229183,elem,true,data.go.kr
B000003563,삼호초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 북부순환도로19번길 8,공립,false,35.55268945,129.2642758,elem,true,data.go.kr
B000026016,상북초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 상북면 도동신리로 35,공립,false,35.59214476,129.0931271,elem,true,data.go.kr
B000003611,상북초등학교소호분교장,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 상북면 소호당리길 1,공립,true,35.67074567,129.0860696,elem,true,data.go.kr
B000003540,상안초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 천곡남로 59,공립,false,35.63415668,129.3340704,elem,true,data.go.kr
B000003526,상진초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 봉수로 50,공립,false,35.49154319,129.4187592,elem,true,data.go.kr
B000003513,서부초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 봉수로 457,공립,false,35.5259167,129.422805,elem,true,data.go.kr
B000024144,서사초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 범서읍 서사리 265-3,공립,false,35.59249641,129.2718855,elem,true,data.go.kr
B000003608,서생초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 서생면 덕골재길 50,공립,false,35.35403352,129.3255538,elem,true,data.go.kr
B000003568,선암초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 산업로325번길 4,공립,false,35.51442991,129.3372048,elem,true,data.go.kr
B000003606,성동초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 서생면 진하길 7,공립,false,35.3855504,129.3415755,elem,true,data.go.kr
B000003499,성안초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 함월14길 19,공립,false,35.57656119,129.3124344,elem,true,data.go.kr
B000003529,송정초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 상방로 75,공립,false,35.5914569,129.3658412,elem,true,data.go.kr
B000003571,수암초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 중앙로 47,공립,false,35.52570208,129.3166257,elem,true,data.go.kr
B000003558,신복초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 신복로 74,공립,false,35.55026991,129.2539634,elem,true,data.go.kr
B000003547,신정초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 봉월로67번길 16,공립,false,35.53900091,129.3039703,elem,true,data.go.kr
B000003542,신천초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 호계로 349-7,공립,false,35.63377213,129.3473276,elem,true,data.go.kr
B000003553,야음초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 산업로355번길 111,공립,false,35.52049338,129.3302898,elem,true,data.go.kr
B000003502,약사초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 화합로 478,공립,false,35.56739903,129.3347949,elem,true,data.go.kr
B000030420,약수초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 중산10길 1,공립,false,35.65475125,129.3532173,elem,true,data.go.kr
B000003493,양사초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 장춘로 95,공립,false,35.55754205,129.3186818,elem,true,data.go.kr
B000003515,양지초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 양지6길 33,공립,false,35.49730567,129.4212233,elem,true,data.go.kr
B000026015,언양초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 언양읍 북문8길 49,공립,false,35.57233733,129.1259078,elem,true,data.go.kr
B000003552,여천초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 여천로 31,공립,false,35.52442159,129.3372696,elem,true,data.go.kr
B000003532,연암초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 두부곡4길 35,공립,false,35.58630376,129.3692758,elem,true,data.go.kr
B000003527,염포초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 염포로 667,공립,false,35.53321949,129.3911747,elem,true,data.go.kr
B000003580,영화초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 언양읍 방천9길 33,공립,false,35.56721809,129.1157717,elem,true,data.go.kr
B000003574,옥동초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 문수로 401,공립,false,35.53524504,129.2964217,elem,true,data.go.kr
B000003564,옥산초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 옥현로60번길 7,공립,false,35.54188449,129.2627942,elem,true,data.go.kr
B000003557,옥서초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 법대로14번길 19,공립,false,35.53835138,129.2861877,elem,true,data.go.kr
B000003491,옥성초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 옥교11길 50,공립,false,35.5529807,129.3345835,elem,true,data.go.kr
B000003559,옥현초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 눌재로 21,공립,false,35.54982416,129.2777735,elem,true,data.go.kr
B000003593,온남초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 온양읍 화산발리로 734,공립,false,35.40595715,129.2886376,elem,true,data.go.kr
B000003590,온산초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 온산읍 신온9길 16,공립,false,35.42841273,129.3144727,elem,true,data.go.kr
B000003592,온양초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 온양읍 남창1길 32,공립,false,35.41785401,129.2800889,elem,true,data.go.kr
B000025143,외솔초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 종가로 700,공립,false,35.58367236,129.3426444,elem,true,data.go.kr
B000003551,용연초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 야음로26번길 7,공립,false,35.52517244,129.324370,elem,true,data.go.kr
B000003508,우정초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 평동길 40,공립,false,35.55922535,129.3073432,elem,true,data.go.kr
B000003554,울산남부초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 야음로 11,공립,false,35.52344629,129.321643,elem,true,data.go.kr
B000003533,울산양정초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 양정2길 11,공립,false,35.54557514,129.3866879,elem,true,data.go.kr
B000003548,울산중앙초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 돋질로91번길 34,공립,false,35.54114344,129.3155287,elem,true,data.go.kr
B000025129,울산초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 종가5길 30,공립,false,35.562033,129.2993652,elem,true,data.go.kr
B000030827,울산효문초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 율동로 50,공립,false,35.56051208,129.3797503,elem,true,data.go.kr
B000003581,울주명지초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 범서읍 점촌4길 17,공립,false,35.57251842,129.2380043,elem,true,data.go.kr
B000003605,웅촌초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 웅촌면 곡천검단로 4,공립,false,35.46393367,129.2077164,elem,true,data.go.kr
B000003565,월계초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 옥현로 12,공립,false,35.53866731,129.2580704,elem,true,data.go.kr
B000003576,월봉초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 팔등로115번길 10,공립,false,35.5480784,129.3188594,elem,true,data.go.kr
B000003570,월평초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 신남로95번길 15,공립,false,35.52977579,129.3121454,elem,true,data.go.kr
B000026652,은월초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 당수골23길 7,공립,false,35.63461073,129.3647526,elem,true,data.go.kr
B000003543,이화초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 화정4길 40,공립,false,35.66117868,129.344286,elem,true,data.go.kr
B000003524,일산초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 진성12길 11,공립,false,35.50495501,129.4253291,elem,true,data.go.kr
B000003555,장생포초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 장생포고래로125번길 5,공립,false,35.50371089,129.3679216,elem,true,data.go.kr
B000003525,전하초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 바드래길 55,공립,false,35.51544857,129.4277996,elem,true,data.go.kr
B000003514,주전초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 동해안로 575,공립,false,35.55800571,129.4568655,elem,true,data.go.kr
B000003595,중남초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 삼남읍 사촌신복로 572,공립,false,35.53622279,129.1085658,elem,true,data.go.kr
B000026319,중산초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 신기18길 22,공립,false,35.649480,129.352816,elem,true,data.go.kr
B000003586,척과초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 범서읍 갈매정길 16,공립,false,35.61522333,129.2752335,elem,true,data.go.kr
B000003541,천곡초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 천곡길 138,공립,false,35.63966105,129.3294745,elem,true,data.go.kr
B000003588,천상초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 범서읍 천상7길 28,공립,false,35.56051496,129.2216404,elem,true,data.go.kr
B000003601,청량초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 청량읍 덕정5길 14,공립,false,35.48640328,129.2981532,elem,true,data.go.kr
B000003550,청솔초등학교,7480000,남구,울산광역시강남교육지원청,울산광역시 남구 삼산로94번길 20,공립,false,35.5331122,129.3178478,elem,true,data.go.kr
B000003500,태화초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 평동길 25,공립,false,35.55892726,129.3060263,elem,true,data.go.kr
B000003501,평산초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 평산로 25,공립,false,35.5691406,129.3379007,elem,true,data.go.kr
B000003494,학성초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 해오름1길 15,공립,false,35.55959985,129.342630,elem,true,data.go.kr
B000003510,함월초등학교,7480000,중구,울산광역시강북교육지원청,울산광역시 중구 학성1길 25,공립,false,35.55901093,129.3291914,elem,true,data.go.kr
B000003545,호계초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 동대13길 20,공립,false,35.62997804,129.3565489,elem,true,data.go.kr
B000003582,호연초등학교,7480000,울주군,울산광역시강남교육지원청,울산광역시 울주군 범서읍 대리로 75,공립,false,35.56880775,129.2498707,elem,true,data.go.kr
B000003530,화봉초등학교,7480000,북구,울산광역시강북교육지원청,울산광역시 북구 화산로 42,공립,false,35.59580651,129.3675358,elem,true,data.go.kr
B000003519,화암초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 화문로 55,공립,false,35.48414502,129.415596,elem,true,data.go.kr
B000003516,화정초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 대송9길 55,공립,false,35.5017302,129.4203999646,elem,true,data.go.kr
B000003512,화진초등학교,7480000,동구,울산광역시강북교육지원청,울산광역시 동구 방어진순환도로 543,공립,false,35.49144778,129.4254884,elem,true,data.go.kr
B000004576,가곡초등학교,7530000,남양주시,경기도구리남양주교육지원청,경기도 남양주시 화도읍 비룡로379번길 3,공립,false,37.68437154,127.3052128,elem,true,data.go.kr
B000004444,가남초등학교,7530000,여주시,경기도여주교육지원청,경기도 여주시 가남읍 태평4길 2,공립,false,37.20528811,127.5475999,elem,true,data.go.kr
B000004750,가납초등학교,7530000,양주시,경기도동두천양주교육지원청,경기도 양주시 광적면 부흥로 793,공립,false,37.81939865,126.9824246,elem,true,data.go.kr
B000023745,가내초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 비전2로 265,공립,false,37.00669873,127.1143615,elem,true,data.go.kr
B000004646,가능초등학교,7530000,의정부시,경기도의정부교육지원청,경기도 의정부시 의정로140번길 15,공립,false,37.74648346,127.0358337,elem,true,data.go.kr
B000004555,가람초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 행신로311번길 78,공립,false,37.62371945,126.8422244,elem,true,data.go.kr
B000004264,가림초등학교,7530000,광명시,경기도광명교육지원청,경기도 광명시 금당로 11-7,공립,false,37.45855007,126.8789116,elem,true,data.go.kr
B000004146,가사초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 현덕면 기산2길 16,공립,false,36.93849441,126.9171847,elem,true,data.go.kr
B000004769,가산초등학교,7530000,포천시,경기도포천교육지원청,경기도 포천시 가산면 가산로309번길 25,공립,false,37.84722928,127.1862107,elem,true,data.go.kr
B000004244,가수초등학교,7530000,오산시,경기도화성오산교육지원청,경기도 오산시 가수로 50,공립,false,37.1481039,127.0479561,elem,true,data.go.kr
B000004613,가양초등학교,7530000,남양주시,경기도구리남양주교육지원청,경기도 남양주시 수동면 비룡로1243번길 7,공립,false,37.73302813,127.2934794,elem,true,data.go.kr
B000004685,가온초등학교,7530000,파주시,경기도파주교육지원청,경기도 파주시 가온로 134,공립,false,37.72068103,126.7472802,elem,true,data.go.kr
B000004558,가운초등학교,7530000,남양주시,경기도구리남양주교육지원청,경기도 남양주시 가운로2길 54,공립,false,37.600570,127.1558101,elem,true,data.go.kr
B000023976,가재초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 가재3로 15,공립,false,37.04342996,127.077527,elem,true,data.go.kr
B000004508,가좌초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산서구 가좌2로 31,공립,false,37.6884818,126.7213641,elem,true,data.go.kr
B000004791,가평마장초등학교,7530000,가평군,경기도가평교육지원청,경기도 가평군 가평읍 각담말길 15,공립,false,37.85997251,127.5142923,elem,true,data.go.kr
B000004792,가평초등학교,7530000,가평군,경기도가평교육지원청,경기도 가평군 가평읍 향교로 23,공립,false,37.83081328,127.5072897,elem,true,data.go.kr
B000004324,가현초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 김포한강2로 83,공립,false,37.63807828,126.6740076,elem,true,data.go.kr
B000003909,각골초등학교,7530000,안산시,경기도안산교육지원청,경기도 안산시 상록구 석호로 384,공립,false,37.29261701,126.8730215,elem,true,data.go.kr
B000003951,갈곡초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 기흥구 강남동로 61,공립,false,37.2712833,127.1332521,elem,true,data.go.kr
B000004156,갈곶초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 진위면 엘지로 57,공립,false,37.12562853,127.072031,elem,true,data.go.kr
B000004192,갈담초등학교,7530000,화성시,경기도화성오산교육지원청,경기도 화성시 효행구 봉담읍 갈담초교길 24,공립,false,37.1750024981,126.932909,elem,true,data.go.kr
B000004628,갈매초등학교,7530000,구리시,경기도구리남양주교육지원청,경기도 구리시 갈매중앙로 40,공립,false,37.62842767,127.116054,elem,true,data.go.kr
B000004065,갈뫼초등학교,7530000,의왕시,경기도군포의왕교육지원청,경기도 의왕시 갈미로 27,공립,false,37.37679311,126.9722114,elem,true,data.go.kr
B000004200,갈천초등학교,7530000,화성시,경기도화성오산교육지원청,경기도 화성시 만세구 향남읍 발안로 701-23,공립,false,37.12724576,126.9804858,elem,true,data.go.kr
B000004700,갈현초등학교,7530000,파주시,경기도파주교육지원청,경기도 파주시 탄현면 평화로591번길 76,공립,false,37.77206767,126.7168235,elem,true,data.go.kr
B000023062,감일초등학교,7530000,하남시,경기도광주하남교육지원청,경기도 하남시 감일백제로 45,공립,false,37.50023416,127.1620609,elem,true,data.go.kr
B000004325,감정초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 중봉로 11,공립,false,37.62348161,126.6953312,elem,true,data.go.kr
B000004471,강상초등학교,7530000,양평군,경기도양평교육지원청,경기도 양평군 강상면 신화길 86,공립,false,37.4739284,127.479829,elem,true,data.go.kr
B000004505,강선초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산서구 강선로 77,공립,false,37.67122823,126.7646257,elem,true,data.go.kr
B000004442,강천초등학교,7530000,여주시,경기도여주교육지원청,경기도 여주시 강천면 간매3길 31,공립,false,37.26902312,127.7204304,elem,true,data.go.kr
B000004473,강하초등학교,7530000,양평군,경기도양평교육지원청,경기도 양평군 강하면 운심길 33,공립,false,37.4965551,127.4098739,elem,true,data.go.kr
B000004353,개곡초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 월곶면 애기봉로 445,공립,false,37.73203072,126.5936414,elem,true,data.go.kr
B000004470,개군초등학교,7530000,양평군,경기도양평교육지원청,경기도 양평군 개군면 자진개1길 23,공립,false,37.42795398,127.5343465,elem,true,data.go.kr
B000004408,개산초등학교,7530000,안성시,경기도안성교육지원청,경기도 안성시 금광면 외개산길 42,공립,false,36.98447505,127.3020178,elem,true,data.go.kr
B000004403,개정초등학교,7530000,안성시,경기도안성교육지원청,경기도 안성시 미양면 미양로 72,공립,false,36.96072459,127.1886537,elem,true,data.go.kr
B000004623,건원초등학교,7530000,구리시,경기도구리남양주교육지원청,경기도 구리시 동구릉로66번길 80,공립,false,37.60405868,127.1375785,elem,true,data.go.kr
B000004326,걸포초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 걸포로 22,공립,false,37.63359202,126.7075547,elem,true,data.go.kr
B000003735,검단초등학교,7530000,성남시,경기도성남교육지원청,경기도 성남시 중원구 원터로 25,공립,false,37.42948258,127.144034,elem,true,data.go.kr
B000004100,검바위초등학교,7530000,시흥시,경기도시흥교육지원청,경기도 시흥시 수인로3247번길 59,공립,false,37.43267508,126.799004,elem,true,data.go.kr
B000004663,검산초등학교,7530000,파주시,경기도파주교육지원청,경기도 파주시 검산로 10,공립,false,37.77641218,126.7386514,elem,true,data.go.kr
B000004283,경안초등학교,7530000,광주시,경기도광주하남교육지원청,경기도 광주시 경안로 163,공립,false,37.41151696,127.2477647,elem,true,data.go.kr
B000004654,경의초등학교,7530000,의정부시,경기도의정부교육지원청,경기도 의정부시 경의로 135,공립,false,37.73419501,127.0511033,elem,true,data.go.kr
B000003921,경일초등학교,7530000,안산시,경기도안산교육지원청,경기도 안산시 상록구 성포로 47,공립,false,37.32421145,126.8476819,elem,true,data.go.kr
B000003805,계남초등학교,7530000,부천시,경기도부천교육지원청,경기도 부천시 원미구 조마루로 255,공립,false,37.49897618,126.7721066,elem,true,data.go.kr
B000004136,계성초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 팽성읍 계성새싹길 85,공립,false,36.94241634,127.0082854,elem,true,data.go.kr
B000004074,계수초등학교,7530000,시흥시,경기도시흥교육지원청,경기도 시흥시 계수로 203,공립,false,37.45317101,126.8205729,elem,true,data.go.kr
B000003811,고강초등학교,7530000,부천시,경기도부천교육지원청,경기도 부천시 오정구 역곡로482번길 57,공립,false,37.52727037,126.820188,elem,true,data.go.kr
B000003976,고기초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 수지구 고기로 385,공립,false,37.35884705,127.066072,elem,true,data.go.kr
B000027547,고덕초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 함박산로 161,공립,false,37.04111167,127.0288105,elem,true,data.go.kr
B000027539,고덕함박초등학교,7530000,평택시,경기도평택교육지원청,경기도 평택시 고덕국제5로 80,공립,false,37.03280302,127.0320831,elem,true,data.go.kr
B000003810,고리울초등학교,7530000,부천시,경기도부천교육지원청,경기도 부천시 오정구 고리울로 93,공립,false,37.52724793,126.8271472,elem,true,data.go.kr
B000004007,고림초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 처인구 한터로152번길 22,공립,false,37.24741981,127.2270745,elem,true,data.go.kr
B000004496,고봉초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산동구 중산로 280,공립,false,37.69613944,126.7826205,elem,true,data.go.kr
B000022649,고산별빛초등학교,7530000,광주시,경기도광주하남교육지원청,경기도 광주시 고산별빛로 6,공립,false,37.37183381,127.2228583,elem,true,data.go.kr
B000030557,고산초등학교,7530000,의정부시,경기도의정부교육지원청,경기도 의정부시 문화로 41,공립,false,37.72628835,127.1070433,elem,true,data.go.kr
B000022648,고산하늘초등학교,7530000,광주시,경기도광주하남교육지원청,경기도 광주시 태성3로 26,공립,false,37.37404599,127.2293656,elem,true,data.go.kr
B000004420,고삼초등학교,7530000,안성시,경기도안성교육지원청,경기도 안성시 고삼면 고삼호수로 37,공립,false,37.08269616,127.2645138,elem,true,data.go.kr
B000003649,고색초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 권선구 매송고색로 681,공립,false,37.25156123,126.9783835,elem,true,data.go.kr
B000004736,고암초등학교,7530000,양주시,경기도동두천양주교육지원청,경기도 양주시 고암길 320,공립,false,37.83516678,127.0681674,elem,true,data.go.kr
B000004550,고양관산초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 통일로726번길 130,공립,false,37.69212325,126.8665469,elem,true,data.go.kr
B000022539,고양동산초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 동세로 32,공립,false,37.64638623,126.8865118,elem,true,data.go.kr
B000004482,고양백석초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산동구 강촌로 140,공립,false,37.65213917,126.7890577,elem,true,data.go.kr
B000004520,고양신일초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산서구 강선로 183,공립,false,37.67954962,126.7708302,elem,true,data.go.kr
B000022547,고양오금초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 오금1로 10,공립,false,37.66269202,126.8952556,elem,true,data.go.kr
B000004534,고양용현초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 화신로 21,공립,false,37.61517772,126.8382259,elem,true,data.go.kr
B000030541,고양장항초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산동구 장항한강5로 60,공립,false,37.64860182,126.7542941,elem,true,data.go.kr
B000004546,고양초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 혜음로13번길 22-7,공립,false,37.70312414,126.899631,elem,true,data.go.kr
B000004511,고양한내초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 일산서구 고양대로255번길 27,공립,false,37.66870419,126.7354821,elem,true,data.go.kr
B000004542,고양화수초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 화수로 25,공립,false,37.64537919,126.8327312,elem,true,data.go.kr
B000004544,고양화정초등학교,7530000,고양시,경기도고양교육지원청,경기도 고양시 덕양구 화신로 333,공립,false,37.63400605,126.826111,elem,true,data.go.kr
B000003891,고잔초등학교,7530000,안산시,경기도안산교육지원청,경기도 안산시 단원구 적금로 182,공립,false,37.3250803,126.827359,elem,true,data.go.kr
B000004216,고정초등학교,7530000,화성시,경기도화성오산교육지원청,경기도 화성시 만세구 송산면 공룡로 326,공립,false,37.2381396766,126.7382914653,elem,true,data.go.kr
B000025644,고진초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 처인구 고림로 165-1,공립,false,37.24732778,127.2184361,elem,true,data.go.kr
B000004331,고창초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 김포한강1로98번길 35,공립,false,37.64594685,126.672551,elem,true,data.go.kr
B000004067,고천초등학교,7530000,의왕시,경기도군포의왕교육지원청,경기도 의왕시 효행로 10,공립,false,37.3489678,126.9756357,elem,true,data.go.kr
B000004338,고촌초등학교,7530000,김포시,경기도김포교육지원청,경기도 김포시 고촌읍 신곡로29번길 30,공립,false,37.60612099,126.7733694,elem,true,data.go.kr
B000003648,고현초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 권선구 고현로 12,공립,false,37.24914159,126.9881439,elem,true,data.go.kr
B000004058,곡란초등학교,7530000,군포시,경기도군포의왕교육지원청,경기도 군포시 고산로677번길 24-42,공립,false,37.37424391,126.9338506,elem,true,data.go.kr
B000003640,곡반초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 권선구 덕영대로1323번길 26-14,공립,false,37.24680875,127.0362137,elem,true,data.go.kr
B000003654,곡선초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 권선구 덕영대로1217번길 36,공립,false,37.25076143,127.0253992,elem,true,data.go.kr
B000004467,곡수초등학교,7530000,양평군,경기도양평교육지원청,경기도 양평군 지평면 곡수길56번길 17,공립,false,37.41848722,127.6113777,elem,true,data.go.kr
B000003613,곡정초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 권선구 곡선로 7,공립,false,37.24086034,127.025690,elem,true,data.go.kr
B000004294,곤지암초등학교,7530000,광주시,경기도광주하남교육지원청,경기도 광주시 곤지암읍 곤지암로 70-13,공립,false,37.34966983,127.3381352,elem,true,data.go.kr
B000004394,공도초등학교,7530000,안성시,경기도안성교육지원청,경기도 안성시 공도읍 공도1로 9,공립,false,36.99999877,127.1674695,elem,true,data.go.kr
B000003949,공세초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 기흥구 탑실로 86-10,공립,false,37.23901832,127.1164888,elem,true,data.go.kr
B000023793,과천갈현초등학교,7530000,과천시,경기도안양과천교육지원청,경기도 과천시 과천대로8가길 12,공립,false,37.4118713,126.987648,elem,true,data.go.kr
B000024075,과천율목초등학교,7530000,과천시,경기도안양과천교육지원청,경기도 과천시 과천대로2길 37,공립,false,37.40785863,126.9822609,elem,true,data.go.kr
B000003877,과천초등학교,7530000,과천시,경기도안양과천교육지원청,경기도 과천시 온온사로 10,공립,false,37.43687633,126.9937959,elem,true,data.go.kr
B000003942,관곡초등학교,7530000,용인시,경기도용인교육지원청,경기도 용인시 기흥구 관곡로 61,공립,false,37.28322495,127.1137416,elem,true,data.go.kr
B000004057,관모초등학교,7530000,군포시,경기도군포의왕교육지원청,경기도 군포시 곡란로8번길 35-22,공립,false,37.37620221,126.938033,elem,true,data.go.kr
B000003880,관문초등학교,7530000,과천시,경기도안양과천교육지원청,경기도 과천시 별양로 180-1,공립,false,37.43424093,127.0011545,elem,true,data.go.kr
B000003885,관산초등학교,7530000,안산시,경기도안산교육지원청,경기도 안산시 단원구 원선1로 68,공립,false,37.32882916,126.8064151,elem,true,data.go.kr
B000003867,관양초등학교,7530000,안양시,경기도안양과천교육지원청,경기도 안양시 동안구 관평로336번길 23,공립,false,37.4067103,126.9602277,elem,true,data.go.kr
B000004788,관인초등학교,7530000,포천시,경기도포천교육지원청,경기도 포천시 관인면 관인로 5,공립,false,38.15606601,127.2497002,elem,true,data.go.kr
B000003617,광교초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 영통구 대학로 91,공립,false,37.30387934,127.0458393,elem,true,data.go.kr
B000025978,광교호수초등학교,7530000,수원시,경기도수원교육지원청,경기도 수원시 영통구 광교호수공원로 205,공립,false,37.2796927,127.0588273,elem,true,data.go.kr
B000004284,광남초등학교,7530000,광주시,경기도광주하남교육지원청,경기도 광주시 고불로46번길 15,공립,false,37.39401569,127.2304609,elem,true,data.go.kr
B000004399,광덕초등학교,7530000,안성시,경기도안성교육지원청,경기도 안성시 대덕면 내리1길 25,공립,false,37.00105866,127.2214077,elem,true,data.go.kr
B000004592,광릉초등학교,7530000,남양주시,경기도구리남양주교육지원청,경기도 남양주시 진접읍 광릉내로82번길 29,공립,false,37.74592049,127.2067727,elem,true,data.go.kr
B000004277,광명광덕초등학교,7530000,광명시,경기도광명교육지원청,경기도 광명시 오리로841번길 9,공립,false,37.47393367,126.8659323,elem,true,data.go.kr
