id,name,office_code,district,district_office,road_addr,founding,is_branch,lat,lng,level,is_active,source
B000001926,경기초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 경기대로9길 10,사립,false,37.56511029,126.9628606,elem,true,data.go.kr
B000002387,경복초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 천호대로130길 58,사립,false,37.54982961,127.0867934,elem,true,data.go.kr
B000001856,경희초등학교,7010000,동대문구,서울특별시동부교육지원청,서울특별시 동대문구 경희대로 26,사립,false,37.59394914,127.054891,elem,true,data.go.kr
B000002274,계성초등학교,7010000,서초구,서울특별시강남서초교육지원청,서울특별시 서초구 신반포로19길 23,사립,false,37.5049159,126.9968257,elem,true,data.go.kr
B000002416,광운초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 한천로 694,사립,false,37.61865113,127.0551517,elem,true,data.go.kr
B000001880,금성초등학교,7010000,중랑구,서울특별시동부교육지원청,서울특별시 중랑구 신내로21길 55,사립,false,37.61531513,127.0898585,elem,true,data.go.kr
B000002415,대광초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 안암로 5,사립,false,37.57915104,127.0234459,elem,true,data.go.kr
B000001993,동광초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 탑골로10길 45,사립,false,37.45199688,126.9158199,elem,true,data.go.kr
B000002038,동북초등학교,7010000,도봉구,서울특별시북부교육지원청,서울특별시 도봉구 시루봉로 53,사립,false,37.65634868,127.0268766,elem,true,data.go.kr
B000002107,동산초등학교,7010000,중구,서울특별시중부교육지원청,서울특별시 중구 매봉18길 109,사립,false,37.55620463,127.0167254,elem,true,data.go.kr
B000002105,리라초등학교,7010000,중구,서울특별시중부교육지원청,서울특별시 중구 소파로2길 7,사립,false,37.5578197,126.9879121,elem,true,data.go.kr
B000002417,매원초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 북악산로 870,사립,false,37.59767468,127.0191869,elem,true,data.go.kr
B000001929,명지초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 명지2길 32-20,사립,false,37.58362994,126.9282315,elem,true,data.go.kr
B000002095,상명대학교사범대학부속초등학교,7010000,종로구,서울특별시중부교육지원청,서울특별시 종로구 홍지문2길 1,사립,false,37.60044056,126.9567149,elem,true,data.go.kr
B000002081,상명초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 덕릉로 541,사립,false,37.64872348,127.0669678,elem,true,data.go.kr
B000002228,서울가곡초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 공항대로36길 74,공립,false,37.55570761,126.8361031,elem,true,data.go.kr
B000002139,서울가동초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 중대로20길 47,공립,false,37.49741227,127.1300159,elem,true,data.go.kr
B000002124,서울가락초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 송파대로37길 45,공립,false,37.50002115,127.1076425,elem,true,data.go.kr
B000001982,서울가산초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 남부순환로 1304-11,공립,false,37.47816515,126.8963297,elem,true,data.go.kr
B000002233,서울가양초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 허준로 186,공립,false,37.56221719,126.8585216,elem,true,data.go.kr
B000002129,서울가원초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 중대로4길 8,공립,false,37.48944215,127.1110274,elem,true,data.go.kr
B000002032,서울가인초등학교,7010000,도봉구,서울특별시북부교육지원청,서울특별시 도봉구 도봉로136다길 4,공립,false,37.6594678,127.0429509,elem,true,data.go.kr
B000024031,서울가재울초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 모래내로15길 61,공립,false,37.57376442,126.9183891,elem,true,data.go.kr
B000002138,서울가주초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 오금로40길 37,공립,false,37.49656722,127.1292617,elem,true,data.go.kr
B000002198,서울갈산초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 목동로 31,공립,false,37.51237156,126.8702299,elem,true,data.go.kr
B000001886,서울갈현초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 연서로29길 31,공립,false,37.61977964,126.9166834,elem,true,data.go.kr
B000002306,서울강남초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 강남초등길 15,공립,false,37.50619275,126.9533591,elem,true,data.go.kr
B000002166,서울강덕초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 동남로82길 94-54,공립,false,37.55954748,127.1604836,elem,true,data.go.kr
B000002183,서울강동초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 상암로14길 77,공립,false,37.5463638,127.1301872,elem,true,data.go.kr
B000002177,서울강명초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 상일로 74-1,공립,false,37.55470604,127.1733624,elem,true,data.go.kr
B000025384,서울강빛초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 아리수로93다길 1,공립,false,37.57432025,127.1707749,elem,true,data.go.kr
B000002204,서울강서초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 오목로 31,공립,false,37.52241272,126.8409879,elem,true,data.go.kr
B000024205,서울강솔초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 고덕로97길 80,공립,false,37.56186962,127.1802671,elem,true,data.go.kr
B000002199,서울강신초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 월정로 280,공립,false,37.54209971,126.8295837,elem,true,data.go.kr
B000002208,서울강월초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 신월로 97,공립,false,37.51634172,126.8334319,elem,true,data.go.kr
B000002164,서울강일초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 아리수로98길 24,공립,false,37.56525568,127.1772858,elem,true,data.go.kr
B000002152,서울개롱초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 문정로 211,공립,false,37.49736261,127.1398881,elem,true,data.go.kr
B000001958,서울개명초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 개봉로1다길 16-9,공립,false,37.48303904,126.8509791,elem,true,data.go.kr
B000001961,서울개봉초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 개봉로16길 30-11,공립,false,37.48952491,126.857976,elem,true,data.go.kr
B000002401,서울개운초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 정릉로48길 52,공립,false,37.60183902,127.0275962,elem,true,data.go.kr
B000001957,서울개웅초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 개봉로11길 98,공립,false,37.48857132,126.8499823,elem,true,data.go.kr
B000002288,서울개원초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 선릉로 29,공립,false,37.48161842,127.0587363,elem,true,data.go.kr
B000002286,서울개일초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 개포로 401,공립,false,37.48621414,127.0577406,elem,true,data.go.kr
B000024069,서울개포초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 삼성로4길 30,공립,false,37.48662512,127.070767,elem,true,data.go.kr
B000030583,서울개현초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 선릉로 15,공립,false,37.48078757,127.0616268,elem,true,data.go.kr
B000002240,서울개화초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 양천로 11,공립,false,37.57394373,126.8046464,elem,true,data.go.kr
B000002151,서울거여초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 마천로25길 18,공립,false,37.50516942,127.1409011,elem,true,data.go.kr
B000002141,서울거원초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 양산로2길 26,공립,false,37.48762503,127.144909,elem,true,data.go.kr
B000002349,서울경동초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 성수일로 34,공립,false,37.5438253,127.050074,elem,true,data.go.kr
B000002350,서울경수초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 뚝섬로13길 22,공립,false,37.53950904,127.0592712,elem,true,data.go.kr
B000002188,서울경인초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 안양천로 1009,공립,false,37.53287102,126.8856957,elem,true,data.go.kr
B000002358,서울경일초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 뚝섬로 332,공립,false,37.5409419,127.0466051,elem,true,data.go.kr
B000002191,서울계남초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 목동동로2길 54,공립,false,37.51016776,126.8600159,elem,true,data.go.kr
B000002056,서울계상초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 한글비석로41가길 24,공립,false,37.66219777,127.0686777,elem,true,data.go.kr
B000002165,서울고덕초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 아리수로82길 42,공립,false,37.56129361,127.1660799,elem,true,data.go.kr
B000002162,서울고명초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 고덕로46길 53,공립,false,37.55297253,127.1474362,elem,true,data.go.kr
B000001956,서울고산초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 중앙로 6,공립,false,37.49897255,126.8647727,elem,true,data.go.kr
B000001955,서울고원초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 경인로46길 13,공립,false,37.49761122,126.8657993,elem,true,data.go.kr
B000001925,서울고은초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 모래내로 441,공립,false,37.58500184,126.9439749,elem,true,data.go.kr
B000002175,서울고일초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 구천면로93길 20,공립,false,37.55154262,127.1694101,elem,true,data.go.kr
B000001962,서울고척초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 경서로 31,공립,false,37.50094829,126.8569791,elem,true,data.go.kr
B000024206,서울고현초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 상일로11길 110,공립,false,37.55405326,127.1658598,elem,true,data.go.kr
B000001930,서울공덕초등학교,7010000,마포구,서울특별시서부교육지원청,서울특별시 마포구 만리재옛길 13,공립,false,37.54580335,126.9548231,elem,true,data.go.kr
B000002053,서울공릉초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 동일로173길 12,공립,false,37.61861443,127.0746314,elem,true,data.go.kr
B000002051,서울공연초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 동일로192가길 16,공립,false,37.62754753,127.0745089,elem,true,data.go.kr
B000022762,서울공진초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 마곡서로 33,공립,false,37.55780477,126.8226104,elem,true,data.go.kr
B000022763,서울공항초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 마곡서1로 68,공립,false,37.56302167,126.8216459,elem,true,data.go.kr
B000002343,서울관악초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 청룡4길 49,공립,false,37.48102565,126.9425545,elem,true,data.go.kr
B000002368,서울광남초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 아차산로70길 35,공립,false,37.54078809,127.1006653,elem,true,data.go.kr
B000002369,서울광장초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 광장로1길 27,공립,false,37.54854922,127.1017999,elem,true,data.go.kr
B000002371,서울광진초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 자양로40길 41,공립,false,37.54761146,127.0913325,elem,true,data.go.kr
B000002099,서울광희초등학교,7010000,중구,서울특별시중부교육지원청,서울특별시 중구 다산로 269,공립,false,37.56729928,127.0156879,elem,true,data.go.kr
B000002086,서울교동초등학교,7010000,종로구,서울특별시중부교육지원청,서울특별시 종로구 삼일대로 446,공립,false,37.57500567,126.9881513,elem,true,data.go.kr
B000002253,서울교육대학교부설초등학교,7010000,서초구,서울특별시강남서초교육지원청,서울특별시 서초구 서초중앙로 96,국립,false,37.49074049,127.0154245,elem,true,data.go.kr
B000002372,서울구남초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 구의강변로 69,공립,false,37.53709659,127.0922888,elem,true,data.go.kr
B000001968,서울구로남초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 디지털로27길 76,공립,false,37.48420602,126.8902182,elem,true,data.go.kr
B000001969,서울구로초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 구로중앙로27나길 9,공립,false,37.49746187,126.8865543,elem,true,data.go.kr
B000002281,서울구룡초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 개포로 263,공립,false,37.48119739,127.0517714,elem,true,data.go.kr
B000001888,서울구산초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 서오릉로15길 16,공립,false,37.61275096,126.9093765,elem,true,data.go.kr
B000002341,서울구암초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 구암길 1,공립,false,37.48921747,126.9462717,elem,true,data.go.kr
B000002385,서울구의초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 광나루로30길 49,공립,false,37.54300899,127.0803118,elem,true,data.go.kr
B000001970,서울구일초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 구일로 68,공립,false,37.49319187,126.8734727,elem,true,data.go.kr
B000001887,서울구현초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 갈현로15길 51,공립,false,37.60984462,126.9057958,elem,true,data.go.kr
B000001844,서울군자초등학교,7010000,동대문구,서울특별시동부교육지원청,서울특별시 동대문구 한천로6길 21,공립,false,37.56412232,127.0605233,elem,true,data.go.kr
B000024775,서울금나래초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 시흥대로79길 37,공립,false,37.458230,126.8962417,elem,true,data.go.kr
B000001979,서울금동초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 금하로30길 53,공립,false,37.44773848,126.9163989,elem,true,data.go.kr
B000002351,서울금북초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 행당로1길 13,공립,false,37.55749549,127.0235067,elem,true,data.go.kr
B000001990,서울금산초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 시흥대로24길 57,공립,false,37.44144269,126.9080871,elem,true,data.go.kr
B000002118,서울금양초등학교,7010000,용산구,서울특별시중부교육지원청,서울특별시 용산구 효창원로 137,공립,false,37.54094231,126.9618319,elem,true,data.go.kr
B000002354,서울금옥초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 독서당로 251,공립,false,37.54584824,127.0176012,elem,true,data.go.kr
B000001987,서울금천초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 탑골로5길 60,공립,false,37.45481034,126.9128749,elem,true,data.go.kr
B000002352,서울금호초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 무수막길 69,공립,false,37.55196497,127.0197434,elem,true,data.go.kr
B000001913,서울금화초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 통일로 165,공립,false,37.56882755,126.9629414,elem,true,data.go.kr
B000002169,서울길동초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 양재대로116길 69,공립,false,37.5385062,127.1449729,elem,true,data.go.kr
B000002395,서울길원초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 길음로15길 55,공립,false,37.60906464,127.0167996,elem,true,data.go.kr
B000002399,서울길음초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 길음로 142,공립,false,37.61363115,127.016660,elem,true,data.go.kr
B000002330,서울난곡초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 난곡로35길 102,공립,false,37.4691282,126.9163416,elem,true,data.go.kr
B000002344,서울난우초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 난우길 40,공립,false,37.47711829,126.9176525,elem,true,data.go.kr
B000002345,서울난향초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 난향길 9,공립,false,37.46282189,126.9183368,elem,true,data.go.kr
B000002196,서울남명초등학교,7010000,양천구,서울특별시강서양천교육지원청,서울특별시 양천구 중앙로23길 3,공립,false,37.515684,126.8540837,elem,true,data.go.kr
B000002326,서울남부초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 남부순환로163길 14,공립,false,37.48511944,126.9221838,elem,true,data.go.kr
B000002319,서울남사초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 동작대로13길 22,공립,false,37.48194349,126.9782341,elem,true,data.go.kr
B000002096,서울남산초등학교,7010000,중구,서울특별시중부교육지원청,서울특별시 중구 퇴계로22길 17,공립,false,37.55978374,126.9867556,elem,true,data.go.kr
B000002318,서울남성초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 사당로23길 57-14,공립,false,37.48459498,126.9754874,elem,true,data.go.kr
B000002120,서울남정초등학교,7010000,용산구,서울특별시중부교육지원청,서울특별시 용산구 원효로64길 17-10,공립,false,37.53567383,126.9648037,elem,true,data.go.kr
B000002142,서울남천초등학교,7010000,송파구,서울특별시강동송파교육지원청,서울특별시 송파구 성내천로 207,공립,false,37.50144683,127.1507951,elem,true,data.go.kr
B000002236,서울내발산초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 강서로46길 23,공립,false,37.55088255,126.8381642,elem,true,data.go.kr
B000002307,서울노량진초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 장승배기로 160,공립,false,37.51175038,126.9408242,elem,true,data.go.kr
B000002062,서울노원초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 동일로230나길 32,공립,false,37.67359347,127.0584544,elem,true,data.go.kr
B000002063,서울노일초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 동일로 1625,공립,false,37.67375444,127.0549667,elem,true,data.go.kr
B000001890,서울녹번초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 녹번로1길 1,공립,false,37.60458339,126.9257463,elem,true,data.go.kr
B000002041,서울녹천초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 마들로3길 34,공립,false,37.6285066,127.0631172,elem,true,data.go.kr
B000002289,서울논현초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 강남대로120길 33,공립,false,37.5084232,127.0262229,elem,true,data.go.kr
B000002021,서울누원초등학교,7010000,도봉구,서울특별시북부교육지원청,서울특별시 도봉구 마들로 859-44,공립,false,37.68723271,127.0492672,elem,true,data.go.kr
B000001840,서울답십리초등학교,7010000,동대문구,서울특별시동부교육지원청,서울특별시 동대문구 전농로3길 23,공립,false,37.56880432,127.055427,elem,true,data.go.kr
B000002339,서울당곡초등학교,7010000,관악구,서울특별시동작관악교육지원청,서울특별시 관악구 보라매로2길 23,공립,false,37.49016812,126.9303698,elem,true,data.go.kr
B000002015,서울당산초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 선유로55길 32,공립,false,37.54011912,126.8962411,elem,true,data.go.kr
B000001998,서울당서초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 당산로 187,공립,false,37.53202744,126.8998142,elem,true,data.go.kr
B000002004,서울당중초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 선유로 131,공립,false,37.52628923,126.8894135,elem,true,data.go.kr
B000002059,서울당현초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 동일로213길 52,공립,false,37.64826016,127.0582136,elem,true,data.go.kr
B000002291,서울대곡초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 남부순환로 3022,공립,false,37.49471064,127.0650265,elem,true,data.go.kr
B000002014,서울대길초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 대방천로 206,공립,false,37.49811236,126.9131739,elem,true,data.go.kr
B000002285,서울대도초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 선릉로 209,공립,false,37.49260076,127.0533774,elem,true,data.go.kr
B000002000,서울대동초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 대림로21길 6,공립,false,37.49370503,126.9001194,elem,true,data.go.kr
B000002316,서울대림초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 대방동1길 22,공립,false,37.5006148,126.9248833,elem,true,data.go.kr
B000002174,서울대명초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 상암로 271,공립,false,37.54766615,127.1532897,elem,true,data.go.kr
B000002278,서울대모초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 광평로20길 27,공립,false,37.48059845,127.0859938,elem,true,data.go.kr
B000002013,서울대방초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 여의대방로35길 14,공립,false,37.50290012,126.9190202,elem,true,data.go.kr
B000001918,서울대신초등학교,7010000,서대문구,서울특별시서부교육지원청,서울특별시 서대문구 이화여대2길 27,공립,false,37.55795026,126.9480572,elem,true,data.go.kr
B000002011,서울대영초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 신길로23길 43,공립,false,37.50267937,126.9063367,elem,true,data.go.kr
B000002276,서울대왕초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 헌릉로618길 8,공립,false,37.46462117,127.1055912,elem,true,data.go.kr
B000001906,서울대은초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 통일로69길 12-15,공립,false,37.61236712,126.9258698,elem,true,data.go.kr
B000001892,서울대조초등학교,7010000,은평구,서울특별시서부교육지원청,서울특별시 은평구 연서로18길 17,공립,false,37.61357914,126.9193022,elem,true,data.go.kr
B000002279,서울대진초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 개포로109길 74,공립,false,37.49701211,127.0780425,elem,true,data.go.kr
B000002299,서울대청초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 양재대로55길 28,공립,false,37.4931481,127.0877673,elem,true,data.go.kr
B000002283,서울대치초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 양재천로 363,공립,false,37.49127807,127.0621964,elem,true,data.go.kr
B000002082,서울대학교사범대학부설초등학교,7010000,종로구,서울특별시중부교육지원청,서울특별시 종로구 대학로 64,국립,false,37.5775997,127.0042955,elem,true,data.go.kr
B000002292,서울대현초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 역삼로98길 16,공립,false,37.50372159,127.0635654,elem,true,data.go.kr
B000002097,서울덕수초등학교,7010000,중구,서울특별시중부교육지원청,서울특별시 중구 덕수궁길 140,공립,false,37.56908888,126.9746579,elem,true,data.go.kr
B000002042,서울덕암초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 덕릉로112길 68,공립,false,37.6666212,127.0814598,elem,true,data.go.kr
B000001963,서울덕의초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 고척로 213,공립,false,37.50605683,126.857346,elem,true,data.go.kr
B000002284,서울도곡초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 선릉로64길 33,공립,false,37.49951141,127.0544655,elem,true,data.go.kr
B000001999,서울도림초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 가마산로65길 22,공립,false,37.50750302,126.9072907,elem,true,data.go.kr
B000002023,서울도봉초등학교,7010000,도봉구,서울특별시북부교육지원청,서울특별시 도봉구 도봉로173길 96,공립,false,37.67996175,127.0382887,elem,true,data.go.kr
B000002297,서울도성초등학교,7010000,강남구,서울특별시강남서초교육지원청,서울특별시 강남구 역삼로 313,공립,false,37.50146201,127.0488722,elem,true,data.go.kr
B000002005,서울도신초등학교,7010000,영등포구,서울특별시남부교육지원청,서울특별시 영등포구 도림로53길 32-9,공립,false,37.49926789,126.9007141,elem,true,data.go.kr
B000002089,서울독립문초등학교,7010000,종로구,서울특별시중부교육지원청,서울특별시 종로구 통일로12길 23,공립,false,37.57421553,126.9599722,elem,true,data.go.kr
B000001985,서울독산초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 시흥대로104길 31,공립,false,37.46565691,126.8997128,elem,true,data.go.kr
B000002389,서울돈암초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 동소문로13길 38,공립,false,37.59371444,127.0131036,elem,true,data.go.kr
B000001934,서울동교초등학교,7010000,마포구,서울특별시서부교육지원청,서울특별시 마포구 월드컵로25길 86,공립,false,37.55862448,126.9024006,elem,true,data.go.kr
B000001965,서울동구로초등학교,7010000,구로구,서울특별시남부교육지원청,서울특별시 구로구 구로중앙로14길 43,공립,false,37.49407053,126.8927802,elem,true,data.go.kr
B000001839,서울동답초등학교,7010000,동대문구,서울특별시동부교육지원청,서울특별시 동대문구 답십리로60길 12,공립,false,37.57150142,127.0640341,elem,true,data.go.kr
B000002355,서울동명초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 마장로29길 29,공립,false,37.56812285,127.0351082,elem,true,data.go.kr
B000002393,서울동신초등학교,7010000,성북구,서울특별시성북강북교육지원청,서울특별시 성북구 보문사길 50,공립,false,37.58328787,127.017058,elem,true,data.go.kr
B000001861,서울동원초등학교,7010000,중랑구,서울특별시동부교육지원청,서울특별시 중랑구 송림길 114,공립,false,37.60457824,127.1044913,elem,true,data.go.kr
B000002370,서울동의초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 영화사로 111,공립,false,37.55342244,127.0990473,elem,true,data.go.kr
B000002061,서울동일초등학교,7010000,노원구,서울특별시북부교육지원청,서울특별시 노원구 한글비석로 566,공립,false,37.66481537,127.054170,elem,true,data.go.kr
B000002375,서울동자초등학교,7010000,광진구,서울특별시성동광진교육지원청,서울특별시 광진구 뚝섬로 561,공립,false,37.53505821,127.0721792,elem,true,data.go.kr
B000002310,서울동작초등학교,7010000,동작구,서울특별시동작관악교육지원청,서울특별시 동작구 동작대로29길 214,공립,false,37.49410161,126.9765088,elem,true,data.go.kr
B000002348,서울동호초등학교,7010000,성동구,서울특별시성동광진교육지원청,서울특별시 성동구 매봉길 49-35,공립,false,37.54646244,127.0100328,elem,true,data.go.kr
B000001976,서울두산초등학교,7010000,금천구,서울특별시남부교육지원청,서울특별시 금천구 범안로11길 3,공립,false,37.46754839,126.8909461,elem,true,data.go.kr
B000002160,서울둔촌초등학교,7010000,강동구,서울특별시강동송파교육지원청,서울특별시 강동구 양재대로88길 27,공립,false,37.52624852,127.1374348,elem,true,data.go.kr
B000002220,서울등마초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 등촌로35길 12,공립,false,37.54204371,126.8616672,elem,true,data.go.kr
B000002247,서울등명초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 강서로56나길 34,공립,false,37.56089445,126.8423822,elem,true,data.go.kr
B000002246,서울등서초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 화곡로58길 86,공립,false,37.55188439,126.8550381,elem,true,data.go.kr
B000002221,서울등양초등학교,7010000,강서구,서울특별시강서양천교육지원청,서울특별시 강서구 강서로56나길 140,공립,false,37.56494704,126.8447602,elem,true,data.go.kr
